participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
8,uocdifm0,BLU_09,0,45,45,survey,Completion,2024-05-16 08:39:46.047497,1,,,173.0,8,,0.0,1,1,v0bpsxm2,,,,,0
9,xpnyaewq,BLU_28,0,45,45,survey,Completion,2024-05-16 08:39:46.054443,1,,,163.0,9,,0.0,1,1,v0bpsxm2,,,,,0
10,8zecqcvq,BLU_35,0,45,45,survey,Completion,2024-05-16 08:39:46.063813,1,,,134.0,10,,0.0,1,1,v0bpsxm2,,,,,0
11,nvbhjz3i,BLU_30,0,45,45,survey,Completion,2024-05-16 08:39:46.070683,1,,,189.0,11,,0.0,1,1,v0bpsxm2,,,,,0
12,h8nknrk3,BLU_29,0,45,45,survey,Completion,2024-05-16 08:39:46.077717,1,,,186.0,12,,0.0,1,1,v0bpsxm2,,,,,0
13,197er6a2,BLU_06,0,45,45,survey,Completion,2024-05-16 08:39:46.085144,1,,,119.0,13,,0.0,1,1,v0bpsxm2,,,,,0
14,pe10l88m,BLU_26,0,45,45,survey,Completion,2024-05-16 08:39:46.095540,1,,,123.0,14,,0.0,1,1,v0bpsxm2,,,,,0
15,1tsbadmg,BLU_11,0,45,45,survey,Completion,2024-05-16 08:39:46.102925,1,,,240.0,15,,0.0,1,1,v0bpsxm2,,,,,0
16,l078v2ul,BLU_05,0,45,45,survey,Completion,2024-05-16 08:39:46.110129,1,,,132.0,16,,0.0,1,1,v0bpsxm2,,,,,0
17,lhcqgubk,BLU_00,0,45,45,survey,Completion,2024-05-16 08:39:46.117176,1,,,140.0,17,,0.0,1,1,v0bpsxm2,,,,,0
18,p7ldsgd8,BLU_21,0,45,45,survey,Completion,2024-05-16 08:39:46.124466,1,,,106.0,18,,0.0,1,1,v0bpsxm2,,,,,0
19,3bod94tp,BLU_10,0,45,45,survey,Completion,2024-05-16 08:39:46.132747,1,,,107.0,19,,0.0,1,1,v0bpsxm2,,,,,0
20,0urjtojp,BLU_16,0,45,45,survey,Completion,2024-05-16 08:39:46.140551,1,,,174.0,20,,0.0,1,1,v0bpsxm2,,,,,0
21,b5octfmz,BLU_33,0,45,45,survey,Completion,2024-05-16 08:39:46.147886,1,,,132.0,21,,0.0,1,1,v0bpsxm2,,,,,0
22,g4jckmms,BLU_18,0,45,45,survey,Completion,2024-05-16 08:39:46.155416,1,,,136.0,22,,0.0,1,1,v0bpsxm2,,,,,0
23,ggrdd5iq,BLU_03,0,45,45,survey,Completion,2024-05-16 08:39:46.163157,1,,,200.0,23,,0.0,1,1,v0bpsxm2,,,,,0
24,kfgiympu,BLU_17,0,45,45,survey,Completion,2024-05-16 08:39:46.171946,1,,,201.0,24,,0.0,1,1,v0bpsxm2,,,,,0
25,cji72u0e,BLU_02,0,45,45,survey,Completion,2024-05-16 08:39:46.179506,1,,,154.0,25,,0.0,1,1,v0bpsxm2,,,,,0
26,0l3xkh9f,BLU_07,0,45,45,survey,Completion,2024-05-16 08:39:46.188171,1,,,129.0,26,,0.0,1,1,v0bpsxm2,,,,,0
27,pgzf722x,BLU_12,0,45,45,survey,Completion,2024-05-16 08:39:46.196268,1,,,170.0,27,,0.0,1,1,v0bpsxm2,,,,,0
28,j9s0vm81,BLU_14,0,45,45,survey,Completion,2024-05-16 08:39:46.203563,1,,,167.0,28,,0.0,1,1,v0bpsxm2,,,,,0
29,m3jyk7ro,BLU_13,0,45,45,survey,Completion,2024-05-16 08:39:46.210957,1,,,145.0,29,,0.0,1,1,v0bpsxm2,,,,,0
30,e104xl4i,BLU_04,0,45,45,survey,Completion,2024-05-16 08:39:46.217731,1,,,203.0,30,,0.0,1,1,v0bpsxm2,,,,,0
31,vmtvitch,BLU_15,0,45,45,survey,Completion,2024-05-16 08:39:46.224744,1,,,201.0,31,,0.0,1,1,v0bpsxm2,,,,,0
32,ffegqwes,BLU_19,0,45,45,survey,Completion,2024-05-16 08:39:46.231676,1,,,130.0,32,,0.0,1,1,v0bpsxm2,,,,,0
33,37sp9sjc,BLU_32,0,45,45,survey,Completion,2024-05-16 08:39:46.238730,1,,,166.0,33,,0.0,1,1,v0bpsxm2,,,,,0
34,h8mn1ldu,BLU_01,0,45,45,survey,Completion,2024-05-16 08:39:46.246090,1,,,168.0,34,,0.0,1,1,v0bpsxm2,,,,,0
35,rq6ucqv6,BLU_31,0,45,45,survey,Completion,2024-05-16 08:39:46.253871,1,,,163.0,35,,0.0,1,1,v0bpsxm2,,,,,0
36,gbwqq0rs,BLU_34,0,45,45,survey,Completion,2024-05-16 08:39:46.356644,1,,,162.0,36,,0.0,1,1,v0bpsxm2,,,,,0
1,xhpv93ls,BLU_06,0,45,45,survey,Completion,2024-05-16 11:41:36.351721,1,,,166.0,1,,0.0,1,1,m7xcm95f,,,,,0
2,6ydcbl9r,BLU_08,0,45,45,survey,Completion,2024-05-16 11:41:36.368481,1,,,165.0,2,,0.0,1,1,m7xcm95f,,,,,0
3,6nh54ceg,BLU_02,0,45,45,survey,Completion,2024-05-16 11:41:36.376325,1,,,169.0,3,,0.0,1,1,m7xcm95f,,,,,0
4,uz2kh32u,BLU_33,0,45,45,survey,Completion,2024-05-16 11:41:36.383730,1,,,166.0,4,,0.0,1,1,m7xcm95f,,,,,0
5,sfscz3mv,BLU_29,0,45,45,survey,Completion,2024-05-16 11:41:36.390922,1,,,166.0,5,,0.0,1,1,m7xcm95f,,,,,0
6,yfbqk3u0,BLU_26,0,45,45,survey,Completion,2024-05-16 11:41:36.397723,1,,,168.0,6,,0.0,1,1,m7xcm95f,,,,,0
7,2xw6wott,BLU_31,0,45,45,survey,Completion,2024-05-16 11:41:36.406223,1,,,166.0,7,,0.0,1,1,m7xcm95f,,,,,0
8,f6i1zolp,BLU_19,0,45,45,survey,Completion,2024-05-16 11:41:36.412819,1,,,167.0,8,,0.0,1,1,m7xcm95f,,,,,0
9,d4lo3zf6,BLU_18,0,45,45,survey,Completion,2024-05-16 11:41:36.419315,1,,,167.0,9,,0.0,1,1,m7xcm95f,,,,,0
10,kn00nazp,BLU_30,0,45,45,survey,Completion,2024-05-16 11:41:36.427169,1,,,166.0,10,,0.0,1,1,m7xcm95f,,,,,0
11,l4gotjl7,BLU_22,0,45,45,survey,Completion,2024-05-16 11:41:36.433886,1,,,166.0,11,,0.0,1,1,m7xcm95f,,,,,0
12,6e0212tp,BLU_27,0,45,45,survey,Completion,2024-05-16 11:41:36.441160,1,,,168.0,12,,0.0,1,1,m7xcm95f,,,,,0
13,g0slo89x,BLU_21,0,45,45,survey,Completion,2024-05-16 11:41:36.447727,1,,,168.0,13,,0.0,1,1,m7xcm95f,,,,,0
14,196u6lli,BLU_04,0,45,45,survey,Completion,2024-05-16 11:41:36.455073,1,,,165.0,14,,0.0,1,1,m7xcm95f,,,,,0
15,ktt5knkc,BLU_15,0,45,45,survey,Completion,2024-05-16 11:41:36.463718,1,,,163.0,15,,0.0,1,1,m7xcm95f,,,,,0
16,lgc4n3dh,BLU_01,0,45,45,survey,Completion,2024-05-16 11:41:36.470684,1,,,162.0,16,,0.0,1,1,m7xcm95f,,,,,0
17,1lilrmry,BLU_35,0,45,45,survey,Completion,2024-05-16 11:41:36.478754,1,,,179.0,17,,0.0,1,1,m7xcm95f,,,,,0
18,nlkaxz3o,BLU_28,0,45,45,survey,Completion,2024-05-16 11:41:36.486050,1,,,163.0,18,,0.0,1,1,m7xcm95f,,,,,0
19,la48qhop,BLU_14,0,45,45,survey,Completion,2024-05-16 11:41:36.493469,1,,,136.0,19,,0.0,1,1,m7xcm95f,,,,,0
20,6nwz387q,BLU_03,0,45,45,survey,Completion,2024-05-16 11:41:36.500967,1,,,133.0,20,,0.0,1,1,m7xcm95f,,,,,0
21,fns79vh4,BLU_32,0,45,45,survey,Completion,2024-05-16 11:41:36.507789,1,,,170.0,21,,0.0,1,1,m7xcm95f,,,,,0
22,1r7pqbse,BLU_10,0,45,45,survey,Completion,2024-05-16 11:41:36.519575,1,,,125.0,22,,0.0,1,1,m7xcm95f,,,,,0
23,08vr2i2p,BLU_12,0,45,45,survey,Completion,2024-05-16 11:41:36.527218,1,,,167.0,23,,0.0,1,1,m7xcm95f,,,,,0
24,j5qn3qbk,BLU_13,0,45,45,survey,Completion,2024-05-16 11:41:36.535876,1,,,169.0,24,,0.0,1,1,m7xcm95f,,,,,0
25,hjneoci2,BLU_25,0,45,45,survey,Completion,2024-05-16 11:41:36.545030,1,,,169.0,25,,0.0,1,1,m7xcm95f,,,,,0
26,qvoffcsq,BLU_16,0,45,45,survey,Completion,2024-05-16 11:41:36.552968,1,,,162.0,26,,0.0,1,1,m7xcm95f,,,,,0
27,lv2l10fd,BLU_34,0,45,45,survey,Completion,2024-05-16 11:41:36.562159,1,,,93.0,27,,0.0,1,1,m7xcm95f,,,,,0
28,r786u409,BLU_07,0,45,45,survey,Completion,2024-05-16 11:41:36.569005,1,,,134.0,28,,0.0,1,1,m7xcm95f,,,,,0
29,tn7aqwzf,BLU_23,0,45,45,survey,Completion,2024-05-16 11:41:36.575705,1,,,102.0,29,,0.0,1,1,m7xcm95f,,,,,0
30,iowjjdnx,BLU_24,0,45,45,survey,Completion,2024-05-16 11:41:36.591178,1,,,138.0,30,,0.0,1,1,m7xcm95f,,,,,0
31,clb9mrb7,BLU_17,0,45,45,survey,Completion,2024-05-16 11:41:36.599060,1,,,168.0,31,,0.0,1,1,m7xcm95f,,,,,0
32,5kr8656h,BLU_11,0,45,45,survey,Completion,2024-05-16 11:41:36.607937,1,,,167.0,32,,0.0,1,1,m7xcm95f,,,,,0
33,ltuj7l8u,BLU_09,0,45,45,survey,Completion,2024-05-16 11:41:37.516023,1,,,168.0,33,,0.0,1,1,m7xcm95f,,,,,0
34,wmh3d1u0,BLU_20,0,45,45,survey,Completion,2024-05-16 11:41:37.526918,1,,,166.0,34,,0.0,1,1,m7xcm95f,,,,,0
35,rcu7iixo,BLU_05,0,45,45,survey,Completion,2024-05-16 11:41:37.537229,1,,,165.0,35,,0.0,1,1,m7xcm95f,,,,,0
36,5zlvsjpa,BLU_00,0,45,45,survey,Completion,2024-05-16 11:41:37.549366,1,,,166.0,36,,0.0,1,1,m7xcm95f,,,,,0
