participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.final_payoff,participant.payoff_list,participant.task_score,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.seconds_for_sliders,session.config.name,session.config.seconds_per_round,session.config.real_world_currency_per_point,session.config.participation_fee,session.params,introduction.1.player.id_in_group,introduction.1.player.role,introduction.1.player.payoff,introduction.1.group.id_in_subsession,introduction.1.subsession.round_number,sliders.1.player.id_in_group,sliders.1.player.role,sliders.1.player.payoff,sliders.1.player.iteration,sliders.1.player.num_correct,sliders.1.player.elapsed_time,sliders.1.group.id_in_subsession,sliders.1.subsession.round_number,live_bargaining.1.player.id_in_group,live_bargaining.1.player.role,live_bargaining.1.player.payoff,live_bargaining.1.player.accepted_offer,live_bargaining.1.player.payoff_this_round,live_bargaining.1.player.end_time,live_bargaining.1.group.id_in_subsession,live_bargaining.1.group.last_offer_id,live_bargaining.1.subsession.round_number,live_bargaining.1.subsession.start_time,live_bargaining.1.subsession.expiry,live_bargaining.2.player.id_in_group,live_bargaining.2.player.role,live_bargaining.2.player.payoff,live_bargaining.2.player.accepted_offer,live_bargaining.2.player.payoff_this_round,live_bargaining.2.player.end_time,live_bargaining.2.group.id_in_subsession,live_bargaining.2.group.last_offer_id,live_bargaining.2.subsession.round_number,live_bargaining.2.subsession.start_time,live_bargaining.2.subsession.expiry,live_bargaining.3.player.id_in_group,live_bargaining.3.player.role,live_bargaining.3.player.payoff,live_bargaining.3.player.accepted_offer,live_bargaining.3.player.payoff_this_round,live_bargaining.3.player.end_time,live_bargaining.3.group.id_in_subsession,live_bargaining.3.group.last_offer_id,live_bargaining.3.subsession.round_number,live_bargaining.3.subsession.start_time,live_bargaining.3.subsession.expiry,live_bargaining.4.player.id_in_group,live_bargaining.4.player.role,live_bargaining.4.player.payoff,live_bargaining.4.player.accepted_offer,live_bargaining.4.player.payoff_this_round,live_bargaining.4.player.end_time,live_bargaining.4.group.id_in_subsession,live_bargaining.4.group.last_offer_id,live_bargaining.4.subsession.round_number,live_bargaining.4.subsession.start_time,live_bargaining.4.subsession.expiry,live_bargaining.5.player.id_in_group,live_bargaining.5.player.role,live_bargaining.5.player.payoff,live_bargaining.5.player.accepted_offer,live_bargaining.5.player.payoff_this_round,live_bargaining.5.player.end_time,live_bargaining.5.group.id_in_subsession,live_bargaining.5.group.last_offer_id,live_bargaining.5.subsession.round_number,live_bargaining.5.subsession.start_time,live_bargaining.5.subsession.expiry,live_bargaining.6.player.id_in_group,live_bargaining.6.player.role,live_bargaining.6.player.payoff,live_bargaining.6.player.accepted_offer,live_bargaining.6.player.payoff_this_round,live_bargaining.6.player.end_time,live_bargaining.6.group.id_in_subsession,live_bargaining.6.group.last_offer_id,live_bargaining.6.subsession.round_number,live_bargaining.6.subsession.start_time,live_bargaining.6.subsession.expiry,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.own_strategy,survey.1.player.other_players_strategy,survey.1.player.pilot_difficulty,survey.1.player.pilot_explanation,survey.1.player.pilot_interface,survey.1.player.pilot_time,survey.1.player.research_question,survey.1.player.comments,survey.1.player.dummy_player_axiom,survey.1.player.symmetry_axiom,survey.1.player.efficiency_axiom,survey.1.player.linearity_additivity_axiom,survey.1.player.linearity_HD1_axiom,survey.1.player.stability_axiom,survey.1.group.id_in_subsession,survey.1.subsession.round_number
33,8v2hfg8c,BLU_02,0,45,45,survey,Completion,2024-05-14 08:36:06.678625,1,,,267.0,51,"[34, 34, 33, 33, 34, 33]",100,ykdzfw2h,,,,,0,240,treatment_y_10,300,0.15,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",33,,0.0,1,1,33,,100.0,1,100,237.7988317012787,1,1,1,,0.0,3,34,1715677540.6872683,11,3,1,1715677239.6267822,1715677539.626809,1,,34.0,1,34,1715677903.2141871,12,2,2,1715677602.9431021,1715677902.9431274,3,,33.0,1,33,1715678330.0133133,11,2,3,1715678029.3258271,1715678329.3258498,2,,33.0,1,33,1715678785.358663,12,1,4,1715678485.1122437,1715678785.1122742,1,,34.0,1,34,1715679123.023846,11,1,5,1715678822.4382486,1715679122.438271,2,,33.0,1,33,1715679460.4357164,12,2,6,1715679160.0062764,1715679460.006299,33,,0.0,"I was A during the first rounds. I tried to get a bit more than the rest (because I supposedly got the best score), but then Bs wouldn't accept it and I finally succumbed to their proposal (34-33-33). I needed them to form a group, so they are equally important. when it was my turn to be a B, I better understood their position. At the end, I went for a win-win strategy. All my round ended up being 34-33-33.",Most of us agreed on the win-win scenario. There were some A's that tried to earn a bit more (just like me at the beginning) but then realized the fairest thing to do was the 34-33-33 setting proposed (because Bs were as important as them in terms of forming a group and earning points).,Easy,Very well,Very well,Just right,are people fair when being part of a group?,,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,1,1
34,bv1rchfe,BLU_27,0,45,45,survey,Completion,2024-05-14 08:36:06.688075,1,,,307.0,57,"[32, 33, 34, 32, 34, 33]",141,ykdzfw2h,,,,,0,240,treatment_y_10,300,0.15,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",34,,0.0,1,1,34,,141.0,1,141,239.2564013004303,1,1,2,,0.0,3,32,1715677540.4435153,12,3,1,1715677239.6267822,1715677539.626809,2,,33.0,1,33,1715677903.228757,12,2,2,1715677602.9431021,1715677902.9431274,1,,34.0,1,34,1715678330.2758746,11,2,3,1715678029.3258271,1715678329.3258498,2,,32.0,2,32,1715678785.646084,11,2,4,1715678485.1122437,1715678785.1122742,1,,34.0,2,34,1715679122.8599153,12,2,5,1715678822.4382486,1715679122.438271,3,,33.0,1,33,1715679460.3747976,11,1,6,1715679160.0062764,1715679460.006299,34,,0.0,"34 33 33, everyone wins, no one is evil","sometimes, the players agreed with me. at other times, they were immensely greedy, one A asked for 40 once",Medium difficulty,Neutral,Very well,Just right,"how greedy people are, and some are very greedy",,No opinion,Agree,Agree,Agree,Agree,Agree,1,1
35,5ubvbqrt,BLU_28,0,45,45,survey,Completion,2024-05-14 08:36:06.714192,1,,,261.0,50,"[33, 36, 33, 36, 33, 33]",90,ykdzfw2h,,,,,0,240,treatment_y_10,300,0.15,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",35,,0.0,1,1,35,,90.0,1,90,238.1892626285553,1,1,2,,0.0,3,33,1715677540.1666343,11,3,1,1715677239.6267822,1715677539.626809,1,,36.0,3,36,1715677903.3420448,11,3,2,1715677602.9431021,1715677902.9431274,2,,33.0,1,33,1715678329.949534,11,2,3,1715678029.3258271,1715678329.3258498,1,,36.0,2,36,1715678785.8038328,11,2,4,1715678485.1122437,1715678785.1122742,3,,33.0,2,33,1715679122.6273637,12,2,5,1715678822.4382486,1715679122.438271,3,,33.0,1,33,1715679460.2658806,12,2,6,1715679160.0062764,1715679460.006299,35,,0.0,"be a bit of an asshole, because i think thats needed for negotiation, and put on some pressure  i saw this more as a game, so i was trying to do my best","i think they didnt really care about a few pennies, so they werent as determined, ",Difficult,Well,Well,Just right,how determined people negotiate based on gender...,it wasnt really clear how much 100 points in the game equate to in CHF,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1
36,iwrxhwk3,BLU_16,0,45,45,survey,Completion,2024-05-14 08:36:06.726130,1,,,259.0,49,"[36, 32, 33, 32, 33, 34]",95,ykdzfw2h,,,,,0,240,treatment_y_10,300,0.15,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",36,,0.0,1,1,36,,95.0,1,95,239.56060338020325,1,1,1,,0.0,3,36,1715677540.6036313,12,3,1,1715677239.6267822,1715677539.626809,2,,32.0,3,32,1715677903.6790473,11,3,2,1715677602.9431021,1715677902.9431274,3,,33.0,1,33,1715678330.0259733,12,1,3,1715678029.3258271,1715678329.3258498,3,,32.0,2,32,1715678785.5874166,11,2,4,1715678485.1122437,1715678785.1122742,3,,33.0,1,33,1715679122.7374198,11,1,5,1715678822.4382486,1715679122.438271,1,,34.0,1,34,1715679460.483054,12,2,6,1715679160.0062764,1715679460.006299,36,,0.0,Pressing for 36 to 40 points as A and trying to get 33 as B. Since receiving 30 & 32 grants the same payoff of 8 points I felt it would be reasonable to try for 40 as an A. Not that it succeeded alas :(,"Similar to my own I feel, though many A players I encountered were excceedingly passive and simply accepted 34 33 33. I had expected As to press their advantage more, and perhaps they did in the first few rounds, but I guess things driffted more egalitarian towards the end. No one had a game where they failed to form a group to my knowledge which was slightly unexpected",Medium difficulty,Well,Well,Just right,Group collaboration strategies.,"Would be very interesting to see the same experimental set-up but with more people, 4 to 5 for instance. Also, maybe I missed this but there didn^t appear to be a keyboard preferrence selection during the signup for the experiment, and I was rather thrown off due to receiving a german keyboard instead of the US version I am accustomed to.",Disagree,Strongly Agree,Strongly Agree,Strongly Agree,No opinion,Strongly Agree,1,1
1,d12v1y8v,,0,0,45,,,,0,,,0.0,,[],,8s9n331q,,,,,1,240,treatment_y_10,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",1,,0.0,1,1,1,,0.0,0,0,0.0,1,1,1,,0.0,0,0,inf,1,0,1,inf,inf,1,,0.0,0,0,inf,1,0,2,inf,inf,1,,0.0,0,0,inf,1,0,3,inf,inf,2,,0.0,0,0,inf,1,0,4,inf,inf,2,,0.0,0,0,inf,1,0,5,inf,inf,3,,0.0,0,0,inf,1,0,6,inf,inf,1,,0.0,,,,,,,,,,,,,,,1,1
2,3va4d2pw,,0,0,45,,,,0,,,0.0,,[],,8s9n331q,,,,,1,240,treatment_y_10,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",2,,0.0,1,1,2,,0.0,0,0,0.0,1,1,2,,0.0,0,0,inf,1,0,1,inf,inf,3,,0.0,0,0,inf,1,0,2,inf,inf,3,,0.0,0,0,inf,1,0,3,inf,inf,3,,0.0,0,0,inf,1,0,4,inf,inf,1,,0.0,0,0,inf,1,0,5,inf,inf,1,,0.0,0,0,inf,1,0,6,inf,inf,2,,0.0,,,,,,,,,,,,,,,1,1
3,p3nqjcl4,,0,0,45,,,,0,,,0.0,,[],,8s9n331q,,,,,1,240,treatment_y_10,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",3,,0.0,1,1,3,,0.0,0,0,0.0,1,1,3,,0.0,0,0,inf,1,0,1,inf,inf,2,,0.0,0,0,inf,1,0,2,inf,inf,2,,0.0,0,0,inf,1,0,3,inf,inf,1,,0.0,0,0,inf,1,0,4,inf,inf,3,,0.0,0,0,inf,1,0,5,inf,inf,2,,0.0,0,0,inf,1,0,6,inf,inf,3,,0.0,,,,,,,,,,,,,,,1,1
1,qo7o2u3r,,0,0,45,,,,0,,,0.0,,[],,zlyapjtj,,,,,1,240,treatment_y_10,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",1,,0.0,1,1,1,,0.0,0,0,0.0,1,1,2,,0.0,0,0,inf,1,0,1,inf,inf,3,,0.0,0,0,inf,1,0,2,inf,inf,3,,0.0,0,0,inf,1,0,3,inf,inf,2,,0.0,0,0,inf,1,0,4,inf,inf,2,,0.0,0,0,inf,1,0,5,inf,inf,1,,0.0,0,0,inf,1,0,6,inf,inf,1,,0.0,,,,,,,,,,,,,,,1,1
2,05njl3hl,,0,0,45,,,,0,,,0.0,,[],,zlyapjtj,,,,,1,240,treatment_y_10,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",2,,0.0,1,1,2,,0.0,0,0,0.0,1,1,3,,0.0,0,0,inf,1,0,1,inf,inf,1,,0.0,0,0,inf,1,0,2,inf,inf,1,,0.0,0,0,inf,1,0,3,inf,inf,3,,0.0,0,0,inf,1,0,4,inf,inf,3,,0.0,0,0,inf,1,0,5,inf,inf,3,,0.0,0,0,inf,1,0,6,inf,inf,2,,0.0,,,,,,,,,,,,,,,1,1
3,jr989sc8,,0,0,45,,,,0,,,0.0,,[],,zlyapjtj,,,,,1,240,treatment_y_10,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",3,,0.0,1,1,3,,0.0,0,0,0.0,1,1,1,,0.0,0,0,inf,1,0,1,inf,inf,2,,0.0,0,0,inf,1,0,2,inf,inf,2,,0.0,0,0,inf,1,0,3,inf,inf,1,,0.0,0,0,inf,1,0,4,inf,inf,1,,0.0,0,0,inf,1,0,5,inf,inf,2,,0.0,0,0,inf,1,0,6,inf,inf,3,,0.0,,,,,,,,,,,,,,,1,1
1,wtf9m9iv,BLU_13,0,45,45,survey,Completion,2024-05-14 11:37:24.500466,1,,,185.0,33,"[34, 35, 50, 35, 30, 35]",102,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",1,,0.0,1,1,1,,0.0,1,102,239.21072149276733,1,1,2,,0.0,4,34,1715688098.6563652,1,4,1,1715687797.4909692,1715688097.4909997,2,,35.0,1,35,1715688439.8677194,1,2,2,1715688139.504492,1715688439.5045218,2,,50.0,4,50,1715688776.2876234,2,4,3,1715688475.294858,1715688775.2948818,1,,35.0,1,35,1715689130.9815755,2,2,4,1715688830.3112557,1715689130.3112857,3,,30.0,1,30,1715689451.0292482,2,1,5,1715689149.648396,1715689449.6484263,1,,35.0,2,35,1715689779.8906693,1,2,6,1715689479.2273297,1715689779.2273643,1,,0.0,Try to be neutral and dont say to much (only in the B case). And trying to be nice to the other 2 (because I could be B on the next round),The same as mine. But they tried to be more pleasing (on the B player case).,Easy,Very well,Very well,Just right,Could someone want more if they have some privilege/power compared to the others?,no,Disagree,Agree,Strongly Agree,Neutral,Disagree,Neutral,1,1
2,bxtwzkk3,BLU_24,0,45,45,survey,Completion,2024-05-14 11:37:24.518595,1,,,180.0,32,"[35, 35, 50, 35, 30, 30]",94,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",2,,0.0,1,1,2,,0.0,1,94,238.59673023223877,1,1,2,,0.0,1,35,1715688098.8368804,2,2,1,1715687797.4909692,1715688097.4909997,2,,35.0,1,35,1715688440.1735888,2,2,2,1715688139.504492,1715688439.5045218,1,,50.0,4,50,1715688776.0041447,2,4,3,1715688475.294858,1715688775.2948818,2,,35.0,1,35,1715689130.500173,2,2,4,1715688830.3112557,1715689130.3112857,3,,30.0,1,30,1715689450.811312,1,1,5,1715689149.648396,1715689449.6484263,3,,30.0,2,30,1715689779.444891,1,2,6,1715689479.2273297,1715689779.2273643,2,,0.0,never had to bargain because as B they suggested equal split.,most of them were nice and suggested a equal 35-35-30 split. ,Easy,Well,Very well,Too much,How do people interact when having a chat option vs when they dont have that option,,No opinion,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,1,1
3,c1re0k0c,BLU_10,0,45,45,survey,Completion,2024-05-14 11:37:24.524345,1,,,160.0,30,"[34, 35, 30, 30, 35, 30]",80,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",3,,0.0,1,1,3,,0.0,1,80,237.05343985557556,1,1,1,,0.0,4,34,1715688098.2652555,1,4,1,1715687797.4909692,1715688097.4909997,1,,35.0,1,35,1715688440.2278473,2,2,2,1715688139.504492,1715688439.5045218,3,,30.0,1,30,1715688776.318902,1,1,3,1715688475.294858,1715688775.2948818,3,,30.0,1,30,1715689131.0474503,2,2,4,1715688830.3112557,1715689130.3112857,1,,35.0,1,35,1715689450.9653432,1,1,5,1715689149.648396,1715689449.6484263,3,,30.0,1,30,1715689779.9704022,2,1,6,1715689479.2273297,1715689779.2273643,3,,0.0,Just do an even split to maximise eveyone's profit and spread some positivity. There was no reason for B to be excluded just because they were unlucky in the selection process.,"Everyone was nice, I was lucky to meet people who thought the same thing as I did and we always split evenly between the 3 of us.",Very easy,Very well,Very well,Too much,"How people view welfare and how they chose to split it when they are in control. Maybe, I don't actually know.",I have no idea why the points were divided by 4,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,1,1
4,hmipyra9,BLU_30,0,45,45,survey,Completion,2024-05-14 11:37:24.529699,1,,,170.0,31,"[35, 30, 35, 35, 35, 35]",98,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",4,,0.0,1,1,4,,0.0,1,98,239.22374057769775,1,1,1,,0.0,1,35,1715688098.3373742,2,2,1,1715687797.4909692,1715688097.4909997,3,,30.0,1,30,1715688439.7245407,2,2,2,1715688139.504492,1715688439.5045218,2,,35.0,1,35,1715688775.8390586,1,1,3,1715688475.294858,1715688775.2948818,1,,35.0,2,35,1715689130.94986,1,2,4,1715688830.3112557,1715689130.3112857,1,,35.0,1,35,1715689451.0166736,2,1,5,1715689149.648396,1715689449.6484263,2,,35.0,2,35,1715689779.7191718,1,2,6,1715689479.2273297,1715689779.2273643,4,,0.0,"A1 and A2 get 35 points and B gets 30, therefore it is more or less equal, everyone is included and everyone gets out with a profit.","Their strategy was the same, no one wanted to leave with 0 points so everyone agreed on the equal split among all three players",Very easy,Very well,Very well,Too much,Bargaining skills (beim Handeln) - if people act selfishly or not,,Disagree,Agree,Agree,Agree,Agree,Neutral,1,1
5,hljd8j8s,BLU_09,0,45,45,survey,Completion,2024-05-14 11:37:24.534611,1,,,165.0,30,"[32, 30, 35, 30, 35, 35]",91,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",5,,0.0,1,1,5,,0.0,1,91,239.58917713165283,1,1,3,,0.0,4,32,1715688098.1920722,1,4,1,1715687797.4909692,1715688097.4909997,3,,30.0,1,30,1715688439.7470582,1,2,2,1715688139.504492,1715688439.5045218,1,,35.0,1,35,1715688776.0297806,1,1,3,1715688475.294858,1715688775.2948818,3,,30.0,2,30,1715689130.685804,1,2,4,1715688830.3112557,1715689130.3112857,2,,35.0,1,35,1715689450.3415725,2,1,5,1715689149.648396,1715689449.6484263,1,,35.0,1,35,1715689779.5569508,2,1,6,1715689479.2273297,1715689779.2273643,5,,0.0,"split as equally as possible (i n terms of integer numbers, since 100 is not divisible by 3) the full budget","they were all really correct, i always got people with same strategy",Very easy,Very well,Very well,Way too much,-,,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,1,1
6,1a434dy2,BLU_01,0,45,45,survey,Completion,2024-05-14 11:37:24.540313,1,,,140.0,27,"[30, 35, 0, 35, 35, 35]",91,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",6,,0.0,1,1,6,,0.0,1,91,238.12216925621033,1,1,3,,0.0,1,30,1715688098.5609136,2,2,1,1715687797.4909692,1715688097.4909997,1,,35.0,1,35,1715688440.2177367,1,2,2,1715688139.504492,1715688439.5045218,3,,0.0,1,0,1715688776.297622,2,4,3,1715688475.294858,1715688775.2948818,2,,35.0,2,35,1715689131.0672326,1,2,4,1715688830.3112557,1715689130.3112857,2,,35.0,1,35,1715689450.7447803,1,1,5,1715689149.648396,1715689449.6484263,2,,35.0,1,35,1715689779.9907155,2,1,6,1715689479.2273297,1715689779.2273643,6,,0.0,"propose a fair strategy at first, if everyone agree, its fine  if i was player b, i have to convince that every other player has the same chance to be player b in the next round and get in the sane situation.","only one player had a different strategy, agree the fair strategy at first and then propose a 5050 for p1 and p2 when the countdown began, so player 2 has to follow him/her and result a zero for B",Very easy,Well,Very well,Just right,social welfare,,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,1,1
7,wdb2bmuc,BLU_22,0,45,45,survey,Completion,2024-05-14 11:37:24.545451,1,,,182.0,32,"[30, 40, 40, 35, 33, 34]",93,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",7,,0.0,1,1,7,,0.0,1,93,239.41648650169373,1,1,2,,0.0,1,30,1715688098.6218808,3,3,1,1715687797.4909692,1715688097.4909997,2,,40.0,1,40,1715688439.9674222,3,1,2,1715688139.504492,1715688439.5045218,2,,40.0,3,40,1715688776.428303,4,6,3,1715688475.294858,1715688775.2948818,1,,35.0,3,35,1715689130.8222172,4,4,4,1715688830.3112557,1715689130.3112857,3,,33.0,2,33,1715689451.2263854,4,2,5,1715689149.648396,1715689449.6484263,1,,34.0,1,34,1715689779.869838,3,1,6,1715689479.2273297,1715689779.2273643,7,,0.0,"At start i was a2, so i wanted to share 100 with a1, and i`m willing to give a1 a bit more. but then i realized that i can be B at some point, so i decided to also share some with B hoping that people would be nice to me as well when i became B","A1 player in first round seems to have same idea as me. B player in first round is not very strong at bargaining, and he didn`t speak enough for him",Easy,Well,Well,Too much,"if the role can change or distribute randomly, people will be nicer to others",,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,1,1
8,sl0ekey1,BLU_21,0,45,45,survey,Completion,2024-05-14 11:37:24.556850,1,,,173.0,31,"[35, 35, 40, 35, 30, 33]",111,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",8,,0.0,1,1,8,,0.0,1,111,238.91924166679382,1,1,2,,0.0,4,35,1715688099.5826118,4,4,1,1715687797.4909692,1715688097.4909997,2,,35.0,2,35,1715688440.162797,4,4,2,1715688139.504492,1715688439.5045218,1,,40.0,3,40,1715688775.9675083,4,6,3,1715688475.294858,1715688775.2948818,2,,35.0,3,35,1715689130.7656844,4,4,4,1715688830.3112557,1715689130.3112857,3,,30.0,1,30,1715689450.5879176,3,2,5,1715689149.648396,1715689449.6484263,3,,33.0,1,33,1715689779.880171,3,1,6,1715689479.2273297,1715689779.2273643,8,,0.0,"As A, I have two strategies, 1: 50 50 0, being evil. 2: 35 35 0/ 40 40 20, being nice. And I give the selection two another a to decide.  As B, I could only beg for 35 35 30.  The rule makes people evil, but I want to be a little bit nice",All the people I met are nice and go for fair distribute,Easy,Very well,Very well,Too much,"Selfish, Sympathy","well, this exp makes me feel a lilttle bad of myself",Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,1,1
9,1kh6c4dr,BLU_04,0,45,45,survey,Completion,2024-05-14 11:37:24.561857,1,,,165.0,30,"[40, 30, 35, 30, 35, 35]",92,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",9,,0.0,1,1,9,,0.0,1,92,239.04708099365234,1,1,1,,0.0,1,40,1715688099.445579,3,3,1,1715687797.4909692,1715688097.4909997,3,,30.0,2,30,1715688440.1152956,4,4,2,1715688139.504492,1715688439.5045218,2,,35.0,1,35,1715688776.7368488,3,3,3,1715688475.294858,1715688775.2948818,3,,30.0,3,30,1715689130.612429,4,4,4,1715688830.3112557,1715689130.3112857,1,,35.0,1,35,1715689451.0556877,3,2,5,1715689149.648396,1715689449.6484263,1,,35.0,1,35,1715689779.699598,4,2,6,1715689479.2273297,1715689779.2273643,9,,0.0,"Be nice and show my kindness, to make sure fair distribution.",They also show their kindness and communicate well.,Medium difficulty,Very well,Well,Too much,"Socilism, sympathy.",,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1
10,lq9jgj3i,BLU_15,0,45,45,survey,Completion,2024-05-14 11:37:24.567055,1,,,166.0,30,"[30, 35, 30, 34, 34, 33]",102,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",10,,0.0,1,1,10,,0.0,1,102,239.07433772087097,1,1,3,,0.0,4,30,1715688098.250669,4,4,1,1715687797.4909692,1715688097.4909997,1,,35.0,2,35,1715688440.150306,4,4,2,1715688139.504492,1715688439.5045218,3,,30.0,1,30,1715688775.6879215,3,3,3,1715688475.294858,1715688775.2948818,1,,34.0,3,34,1715689130.8916764,3,3,4,1715688830.3112557,1715689130.3112857,1,,34.0,2,34,1715689450.1938243,4,2,5,1715689149.648396,1715689449.6484263,2,,33.0,1,33,1715689780.003423,3,1,6,1715689479.2273297,1715689779.2273643,10,,0.0,"dividing equally between all participants including B players, because it is fair. due to random process of choosing who is a or b, it is not fair to exclude b from the payouts. ","some of the A players wanted to have as much payout as possible. but after the second A player suggests including B into payout, they would agree. B players wanted at least some amount to receive, so they often suggested to have significantly lower payout than A players. some of the A players were suggesting almost equal payouts for all from the beginning to certainly receive money. ",Medium difficulty,Well,Very well,Too much,socialism?)),,Strongly Disagree,Neutral,No opinion,Agree,Strongly Agree,Agree,1,1
11,f15fo3yu,BLU_02,0,45,45,survey,Completion,2024-05-14 11:37:24.572000,1,,,136.0,27,"[30, 0, 35, 33, 33, 35]",84,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",11,,0.0,1,1,11,,0.0,1,84,239.71457529067993,1,1,3,,0.0,1,30,1715688098.7598617,3,3,1,1715687797.4909692,1715688097.4909997,3,,0.0,0,0,1715688440.183048,3,1,2,1715688139.504492,1715688439.5045218,1,,35.0,1,35,1715688776.519987,3,3,3,1715688475.294858,1715688775.2948818,2,,33.0,3,33,1715689131.0575402,3,3,4,1715688830.3112557,1715689130.3112857,2,,33.0,2,33,1715689451.0024486,4,2,5,1715689149.648396,1715689449.6484263,2,,35.0,1,35,1715689779.4545808,4,2,6,1715689479.2273297,1715689779.2273643,11,,0.0,"Since everyone has the probability of being B, the best strategy is to go for a balanced proposal, which offers approx. the same money for everyone","in the first few rounds, some like to exclude B, in the end, everyone agrees on a ",Easy,Well,Well,Just right,game theory,,Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,1,1
